name,adress,price,type,RE,area_m2,land_area_m2,disposition,city,city_part,price_KC
SLEVA: Prodej bytu 2+kk 47 m²,Český Krumlov - Domoradice,2 900 000 Kč,prodej,bytu,47,,2+kk,Český Krumlov,Domoradice,2900000.0
"Prodej rodinného domu 100 m², pozemek 488 m²",Hruška,1 500 000 Kč,prodej,rodinného domu,100,488,,Hruška,,1500000.0
"Prodej rodinného domu 600 m², pozemek 647 m²",Dobrá,5 390 000 Kč,prodej,rodinného domu,600,647,,Dobrá,,5390000.0
"Prodej rodinného domu 242 m², pozemek 470 m²",Petrovice u Karviné,9 990 000 Kč,prodej,rodinného domu,242,470,,Petrovice u Karviné,,9990000.0
"Prodej rodinného domu 106 m², pozemek 855 m²",Dobrá,Cena na vyžádání,prodej,rodinného domu,106,855,,Dobrá,,
Pronájem bytu 3+1 105 m²,"Cukrovarnická, Praha - Střešovice",30 000 Kč/měsíc,pronájem,bytu,105,,3+1,Praha,Střešovice,30000.0
Pronájem bytu 3+kk 82 m²,"Šumavská, Praha - Vinohrady",30 000 Kč/měsíc,pronájem,bytu,82,,3+kk,Praha,Vinohrady,30000.0
Pronájem bytu 3+kk 68 m²,"Nurmiho, Praha - Hostivař",33 000 Kč/měsíc,pronájem,bytu,68,,3+kk,Praha,Hostivař,33000.0
Pronájem bytu 2+1 80 m²,"Široká, Praha - Josefov",49 000 Kč/měsíc,pronájem,bytu,80,,2+1,Praha,Josefov,49000.0
Pronájem bytu 2+kk 47 m²,"Janského, Praha - Stodůlky",17 900 Kč/měsíc,pronájem,bytu,47,,2+kk,Praha,Stodůlky,17900.0
Pronájem bytu 4+1 221 m²,"Vlašská, Praha - Malá Strana",75 000 Kč/měsíc,pronájem,bytu,221,,4+1,Praha,Malá Strana,75000.0
Pronájem bytu 3+kk 112 m²,"náměstí Jiřího z Poděbrad, Praha - Vinohrady",69 800 Kč/měsíc,pronájem,bytu,112,,3+kk,Praha,Vinohrady,69800.0
Prodej bytu 2+kk 78 m²,"Dlouhá, Lomnice",4 710 000 Kč,prodej,bytu,78,,2+kk,Lomnice,,4710000.0
"Prodej rodinného domu 137 m², pozemek 121 m²","Na Baních, Praha - Zbraslav",15 990 000 Kč,prodej,rodinného domu,137,121,,Praha,Zbraslav,15990000.0
"Prodej rodinného domu 211 m², pozemek 400 m²","Ottova, Praha - Zbraslav",24 900 000 Kč,prodej,rodinného domu,211,400,,Praha,Zbraslav,24900000.0
"Prodej rodinného domu 60 m², pozemek 291 m²","Rašínova, Staňkov - Staňkov II",2 999 000 Kč,prodej,rodinného domu,60,291,,Staňkov,Staňkov II,2999000.0
"Prodej rodinného domu 158 m², pozemek 2767 m²",Mileč,7 500 000 Kč,prodej,rodinného domu,158,2767,,Mileč,,7500000.0
"Prodej rodinného domu 197 m², pozemek 469 m²","Předenická, Plzeň - Doudlevce",7 900 000 Kč,prodej,rodinného domu,197,469,,Plzeň,Doudlevce,7900000.0
"Prodej chalupy 200 m², pozemek 2727 m²",Blatce,6 500 000 Kč,prodej,chalupy,200,2727,,Blatce,,6500000.0
Pronájem bytu 3+kk 86 m²,"Vyšehradská, Praha - Nové Město",32 000 Kč/měsíc,pronájem,bytu,86,,3+kk,Praha,Nové Město,32000.0
Pronájem bytu 3+kk 80 m²,"Kozácká, Praha - Vršovice",37 174 Kč/měsíc,pronájem,bytu,80,,3+kk,Praha,Vršovice,37174.0
"Prodej rodinného domu 637 m², pozemek 1539 m²","Hrádková, Praha - Újezd nad Lesy",26 000 000 Kč,prodej,rodinného domu,637,1539,,Praha,Újezd nad Lesy,26000000.0
Prodej bytu 3+kk 103 m²,"Kališnická, Praha - Žižkov",15 390 000 Kč,prodej,bytu,103,,3+kk,Praha,Žižkov,15390000.0
Pronájem bytu 1+kk 34 m²,"Štefánikova, Hradec Králové - Moravské Předměstí",12 000 Kč/měsíc,pronájem,bytu,34,,1+kk,Hradec Králové,Moravské Předměstí,12000.0
Pronájem bytu 3+1 117 m²,"Jungmannova, Praha - Nové Město",90 000 Kč/měsíc,pronájem,bytu,117,,3+1,Praha,Nové Město,90000.0
Pronájem bytu 3+1 92 m²,"Na čihadle, Praha - Dejvice",26 000 Kč/měsíc,pronájem,bytu,92,,3+1,Praha,Dejvice,26000.0
Pronájem bytu 3+kk 83 m²,"Ječná, Praha - Nové Město",29 900 Kč/měsíc,pronájem,bytu,83,,3+kk,Praha,Nové Město,29900.0
Pronájem bytu 3+1 116 m²,"Holečkova, Praha - Smíchov",39 900 Kč/měsíc,pronájem,bytu,116,,3+1,Praha,Smíchov,39900.0
Pronájem bytu 4+1 165 m²,"Janáčkovo nábřeží, Praha - Smíchov",55 000 Kč/měsíc,pronájem,bytu,165,,4+1,Praha,Smíchov,55000.0
Pronájem bytu 1+kk 39 m²,"náměstí Jiřího z Poděbrad, Praha - Vinohrady",22 800 Kč/měsíc,pronájem,bytu,39,,1+kk,Praha,Vinohrady,22800.0
Pronájem bytu 2+kk 60 m²,"náměstí Jiřího z Poděbrad, Praha - Vinohrady",49 800 Kč/měsíc,pronájem,bytu,60,,2+kk,Praha,Vinohrady,49800.0
Pronájem bytu 2+kk 35 m²,"Římská, Praha - Vinohrady",22 000 Kč/měsíc,pronájem,bytu,35,,2+kk,Praha,Vinohrady,22000.0
Pronájem bytu 2+kk 48 m²,"Dřevná, Praha - Nové Město",38 000 Kč/měsíc,pronájem,bytu,48,,2+kk,Praha,Nové Město,38000.0
Pronájem bytu 4+kk 124 m²,"Mánesova, Praha - Vinohrady",108 000 Kč/měsíc,pronájem,bytu,124,,4+kk,Praha,Vinohrady,108000.0
"Pronájem rodinného domu 350 m², pozemek 358 m²","U dětského hřiště, Praha - Jinonice",85 000 Kč/měsíc,pronájem,rodinného domu,350,358,,Praha,Jinonice,85000.0
Pronájem bytu 3+kk 87 m²,"Mánesova, Praha - Vinohrady",78 000 Kč/měsíc,pronájem,bytu,87,,3+kk,Praha,Vinohrady,78000.0
Pronájem bytu 2+kk 80 m²,"Dělená, Praha - Řeporyje",25 000 Kč/měsíc,pronájem,bytu,80,,2+kk,Praha,Řeporyje,25000.0
"Prodej rodinného domu 145 m², pozemek 1235 m²","V Kališti, Dolní Bousov",5 500 000 Kč,prodej,rodinného domu,145,1235,,Dolní Bousov,,5500000.0
"Prodej památky 160 m², pozemek 95 m²","Rybářská, Český Krumlov - Plešivec",7 000 000 Kč,prodej,památky,160,95,,Český Krumlov,Plešivec,7000000.0
Prodej bytu 3+1 68 m²,"Dopravní, Votice",3 750 000 Kč,prodej,bytu,68,,3+1,Votice,,3750000.0
"Prodej rodinného domu 160 m², pozemek 95 m²","Rybářská, Český Krumlov - Plešivec",7 000 000 Kč,prodej,rodinného domu,160,95,,Český Krumlov,Plešivec,7000000.0
Prodej bytu 3+kk 82 m²,"Jirsíkova, Praha - Karlín",13 685 000 Kč,prodej,bytu,82,,3+kk,Praha,Karlín,13685000.0
"SLEVA: Prodej vily 208 m², pozemek 743 m²","Jeronýmova, Poděbrady - Poděbrady III",11 900 000 Kč,prodej,vily,208,743,,Poděbrady,Poděbrady III,11900000.0
Pronájem bytu 3+kk 67 m²,"Šlikova, Praha - Břevnov",29 000 Kč/měsíc,pronájem,bytu,67,,3+kk,Praha,Břevnov,29000.0
Pronájem bytu 2+kk 50 m²,"U Průhonu, Praha - Holešovice",25 500 Kč/měsíc,pronájem,bytu,50,,2+kk,Praha,Holešovice,25500.0
Prodej bytu 3+kk 76 m²,"Na Zlíchově, Praha",11 250 974 Kč,prodej,bytu,76,,3+kk,Praha,,11250974.0
Prodej bytu 3+kk 49 m²,Černíkovice,2 597 000 Kč,prodej,bytu,49,,3+kk,Černíkovice,,2597000.0
Prodej bytu 2+1 70 m²,"5. května, Praha - Nusle",7 290 000 Kč,prodej,bytu,70,,2+1,Praha,Nusle,7290000.0
Prodej bytu 2+kk 56 m²,"Na Zlíchově, Praha",9 466 282 Kč,prodej,bytu,56,,2+kk,Praha,,9466282.0
Prodej bytu 2+kk 53 m²,"Na Zlíchově, Praha",8 820 150 Kč,prodej,bytu,53,,2+kk,Praha,,8820150.0
Prodej bytu 2+kk 53 m²,"Na Zlíchově, Praha",8 470 000 Kč,prodej,bytu,53,,2+kk,Praha,,8470000.0
"Pronájem chaty 187 m², pozemek 999 m²",Kunovice,10 000 Kč/měsíc,pronájem,chaty,187,999,,Kunovice,,10000.0
Prodej bytu 2+kk 38 m²,"Na Zlíchově, Praha",6 200 000 Kč,prodej,bytu,38,,2+kk,Praha,,6200000.0
Prodej bytu 3+kk 180 m²,"Vrchlického, Svitavy - Předměstí",3 550 000 Kč,prodej,bytu,180,,3+kk,Svitavy,Předměstí,3550000.0
"Prodej rodinného domu 138 m², pozemek 1067 m²","Muchova, Trutnov - Kryblice",12 990 000 Kč,prodej,rodinného domu,138,1067,,Trutnov,Kryblice,12990000.0
Prodej bytu 3+kk 67 m²,"Horská, Trutnov - Horní Staré Město",3 990 000 Kč,prodej,bytu,67,,3+kk,Trutnov,Horní Staré Město,3990000.0
"Prodej rodinného domu 86 m², pozemek 850 m²",Vítězná - Komárov,5 500 000 Kč,prodej,rodinného domu,86,850,,Vítězná,Komárov,5500000.0
"Prodej rodinného domu 80 m², pozemek 476 m²","Lipartova, Brtnice",3 499 000 Kč,prodej,rodinného domu,80,476,,Brtnice,,3499000.0
Pronájem bytu 4+kk 100 m²,"Ke Stírce, Praha - Kobylisy",37 990 Kč/měsíc,pronájem,bytu,100,,4+kk,Praha,Kobylisy,37990.0
Pronájem bytu 5+kk 205 m²,"Za Zahradami, Praha - Dolní Měcholupy",46 990 Kč/měsíc,pronájem,bytu,205,,5+kk,Praha,Dolní Měcholupy,46990.0
"Prodej rodinného domu 280 m², pozemek 1350 m²",Hostín u Vojkovic,11 900 000 Kč,prodej,rodinného domu,280,1350,,Hostín u Vojkovic,,11900000.0
Pronájem bytu 2+kk 60 m²,"U Průhonu, Praha - Holešovice",24 990 Kč/měsíc,pronájem,bytu,60,,2+kk,Praha,Holešovice,24990.0
"Prodej rodinného domu 67 m², pozemek 701 m²","K Bažantnici, Obříství",8 198 000 Kč,prodej,rodinného domu,67,701,,Obříství,,8198000.0
"Prodej vily 601 m², pozemek 4574 m²",Předměřice nad Labem,Cena na vyžádání,prodej,vily,601,4574,,Předměřice nad Labem,,
"Prodej rodinného domu 70 m², pozemek 930 m²",Hradec nad Svitavou,3 200 000 Kč,prodej,rodinného domu,70,930,,Hradec nad Svitavou,,3200000.0
"Prodej rodinného domu 80 m², pozemek 720 m²","Kostelecká, Neratovice - Lobkovice",9 649 000 Kč,prodej,rodinného domu,80,720,,Neratovice,Lobkovice,9649000.0
Pronájem bytu 1+kk 32 m²,"Dělnická, Praha - Holešovice",17 990 Kč/měsíc,pronájem,bytu,32,,1+kk,Praha,Holešovice,17990.0
Pronájem bytu 1+kk 27 m²,"Hlavatého, Praha - Háje",15 990 Kč/měsíc,pronájem,bytu,27,,1+kk,Praha,Háje,15990.0
Prodej bytu 2+kk 62 m²,"U Komína, Praha - Radlice",10 324 000 Kč,prodej,bytu,62,,2+kk,Praha,Radlice,10324000.0
Pronájem bytu 2+kk 63 m²,"Černodolská, Praha - Dolní Počernice",24 990 Kč/měsíc,pronájem,bytu,63,,2+kk,Praha,Dolní Počernice,24990.0
Pronájem bytu 2+kk 54 m²,"Pod Barvířkou, Praha - Smíchov",25 000 Kč/měsíc,pronájem,bytu,54,,2+kk,Praha,Smíchov,25000.0
"Prodej rodinného domu 186 m², pozemek 500 m²","Plynárenská, Slaný - Kvíček",13 580 000 Kč,prodej,rodinného domu,186,500,,Slaný,Kvíček,13580000.0
Pronájem bytu 2+1 52 m²,"V Háji, Praha - Holešovice",22 900 Kč/měsíc,pronájem,bytu,52,,2+1,Praha,Holešovice,22900.0
Prodej bytu 3+kk 78 m²,"Merhautova, Brno - Zábrdovice",14 500 000 Kč,prodej,bytu,78,,3+kk,Brno,Zábrdovice,14500000.0
Prodej bytu 3+kk 61 m²,"Za Novákovou zahradou, Praha - Satalice",8 706 776 Kč,prodej,bytu,61,,3+kk,Praha,Satalice,8706776.0
Pronájem bytu 2+kk 48 m²,"Saturnova, Praha - Uhříněves",23 990 Kč/měsíc,pronájem,bytu,48,,2+kk,Praha,Uhříněves,23990.0
Prodej bytu 2+kk 51 m²,"Toufarova, Praha - Stodůlky",8 650 000 Kč,prodej,bytu,51,,2+kk,Praha,Stodůlky,8650000.0
"Prodej rodinného domu 178 m², pozemek 240 m²",Třebnouševes,5 200 000 Kč,prodej,rodinného domu,178,240,,Třebnouševes,,5200000.0
Prodej bytu 1+kk 38 m²,"Bratislavská, Brno - Zábrdovice",5 475 395 Kč,prodej,bytu,38,,1+kk,Brno,Zábrdovice,5475395.0
Prodej bytu 1+kk 36 m²,"V Háji, Praha - Holešovice",6 870 850 Kč,prodej,bytu,36,,1+kk,Praha,Holešovice,6870850.0
Prodej bytu 2+kk 59 m²,"Československého exilu, Praha - Modřany",8 700 000 Kč,prodej,bytu,59,,2+kk,Praha,Modřany,8700000.0
"Prodej rodinného domu 96 m², pozemek 429 m²",Librantice,7 239 000 Kč,prodej,rodinného domu,96,429,,Librantice,,7239000.0
"Prodej rodinného domu 166 m², pozemek 821 m²","Pod Školou, Plzeň - Červený Hrádek",Cena na vyžádání,prodej,rodinného domu,166,821,,Plzeň,Červený Hrádek,
Pronájem bytu 2+kk 45 m²,"Na Průhoně, Velvary",12 990 Kč/měsíc,pronájem,bytu,45,,2+kk,Velvary,,12990.0
Pronájem bytu 5+kk 208 m²,"Za Zámečkem, Praha - Jinonice",75 000 Kč/měsíc,pronájem,bytu,208,,5+kk,Praha,Jinonice,75000.0
"Prodej rodinného domu 236 m², pozemek 1564 m²",Chvojenec,9 490 000 Kč,prodej,rodinného domu,236,1564,,Chvojenec,,9490000.0
"Prodej rodinného domu 128 m², pozemek 1552 m²","Bratří Čapků, Broumov",5 990 000 Kč,prodej,rodinného domu,128,1552,,Broumov,,5990000.0
"Prodej rodinného domu 256 m², pozemek 439 m²","Borek, Červený Kostelec",5 890 000 Kč,prodej,rodinného domu,256,439,,Červený Kostelec,,5890000.0
"Prodej rodinného domu 73 m², pozemek 180 m²",Přepychy,1 790 000 Kč,prodej,rodinného domu,73,180,,Přepychy,,1790000.0
Prodej bytu 3+1 114 m²,"Štěpánská, Brno - Trnitá",9 990 000 Kč,prodej,bytu,114,,3+1,Brno,Trnitá,9990000.0
"Prodej vícegeneračního domu 220 m², pozemek 1740 m²",Kamenice - Ládví,9 400 000 Kč,prodej,vícegeneračního domu,220,1740,,Kamenice,Ládví,9400000.0
Pronájem bytu 3+kk 80 m²,"Drahňovická, Praha - Chodov",39 500 Kč/měsíc,pronájem,bytu,80,,3+kk,Praha,Chodov,39500.0
Prodej bytu 2+kk 50 m²,"Oblá, Brno - Nový Lískovec",5 700 000 Kč,prodej,bytu,50,,2+kk,Brno,Nový Lískovec,5700000.0
Prodej bytu 1+1 40 m²,"5. května, Praha - Nusle",Cena na vyžádání,prodej,bytu,40,,1+1,Praha,Nusle,
"Prodej rodinného domu 431 m², pozemek 757 m²","Sklepní, Strachotín",17 990 000 Kč,prodej,rodinného domu,431,757,,Strachotín,,17990000.0
Prodej bytu 2+kk 74 m²,"Vrchlického, Kladno - Kročehlavy",6 199 000 Kč,prodej,bytu,74,,2+kk,Kladno,Kročehlavy,6199000.0
"Prodej rodinného domu 281 m², pozemek 3827 m²",Lichkov,11 900 000 Kč,prodej,rodinného domu,281,3827,,Lichkov,,11900000.0
"Prodej rodinného domu 139 m², pozemek 400 m²",Hodonín,2 700 000 Kč,prodej,rodinného domu,139,400,,Hodonín,,2700000.0
Prodej bytu 1+kk 36 m²,"Ovesná, Hostivice",5 700 000 Kč,prodej,bytu,36,,1+kk,Hostivice,,5700000.0
Prodej bytu 2+1 53 m²,"Chmelová, Praha - Záběhlice",6 500 000 Kč,prodej,bytu,53,,2+1,Praha,Záběhlice,6500000.0
Prodej bytu 2+kk 90 m²,"Vídeňská, Brno - Štýřice",7 885 000 Kč,prodej,bytu,90,,2+kk,Brno,Štýřice,7885000.0
Prodej bytu 2+kk 55 m²,"Šífařská, Praha - Hodkovičky",8 295 000 Kč,prodej,bytu,55,,2+kk,Praha,Hodkovičky,8295000.0
"Prodej rodinného domu 132 m², pozemek 480 m²",Kladno - Dubí,4 750 000 Kč,prodej,rodinného domu,132,480,,Kladno,Dubí,4750000.0
Prodej bytu 3+kk 121 m²,"Slovanská, Slavkov u Brna",12 000 000 Kč,prodej,bytu,121,,3+kk,Slavkov u Brna,,12000000.0
"Prodej rodinného domu 80 m², pozemek 200 m²",Kladno - Dubí,4 600 000 Kč,prodej,rodinného domu,80,200,,Kladno,Dubí,4600000.0
"Prodej rodinného domu 241 m², pozemek 819 m²","Květná, Boskovice",11 000 000 Kč,prodej,rodinného domu,241,819,,Boskovice,,11000000.0
Prodej bytu 2+1 65 m²,Libčeves,1 990 000 Kč,prodej,bytu,65,,2+1,Libčeves,,1990000.0
Pronájem bytu 3+kk 62 m²,"Vejvanovská, Zlín",18 500 Kč/měsíc,pronájem,bytu,62,,3+kk,Zlín,,18500.0
"Prodej rodinného domu 256 m², pozemek 1134 m²",Komárov,13 500 000 Kč,prodej,rodinného domu,256,1134,,Komárov,,13500000.0
Pronájem bytu 1+kk 25 m²,"Varšavská, Praha - Vinohrady",17 000 Kč/měsíc,pronájem,bytu,25,,1+kk,Praha,Vinohrady,17000.0
Prodej bytu 3+kk 76 m²,"U Archivu, Beroun - Beroun-Město",Cena na vyžádání,prodej,bytu,76,,3+kk,Beroun,Beroun-Město,
Pronájem bytu 1+1 40 m²,"Petra Jilemnického, Adamov",10 600 Kč/měsíc,pronájem,bytu,40,,1+1,Adamov,,10600.0
"Prodej rodinného domu 132 m², pozemek 93 m²","Zámecká, Spálené Poříčí",6 400 000 Kč,prodej,rodinného domu,132,93,,Spálené Poříčí,,6400000.0
"Prodej rodinného domu 141 m², pozemek 3279 m²","Nad Rybníkem, Rynholec",15 900 000 Kč,prodej,rodinného domu,141,3279,,Rynholec,,15900000.0
Prodej bytu 3+1 68 m²,"Boženy Němcové, Nový Bor",2 800 000 Kč,prodej,bytu,68,,3+1,Nový Bor,,2800000.0
Prodej bytu 3+kk 106 m²,"Na Plískavě, Praha - Hostivař",14 490 000 Kč,prodej,bytu,106,,3+kk,Praha,Hostivař,14490000.0
Pronájem bytu 1+1 36 m²,"nábřeží 1. máje, Písek - Budějovické Předměstí",9 000 Kč/měsíc,pronájem,bytu,36,,1+1,Písek,Budějovické Předměstí,9000.0
Prodej bytu 2+1 71 m²,"Na Břehu, Praha - Vysočany",8 800 000 Kč,prodej,bytu,71,,2+1,Praha,Vysočany,8800000.0
Prodej bytu 3+kk 73 m²,"Marie Podvalové, Praha - Čakovice",10 044 306 Kč,prodej,bytu,73,,3+kk,Praha,Čakovice,10044306.0
Pronájem bytu 2+1 63 m²,"Terezie Brzkové, Plzeň - Skvrňany",12 000 Kč/měsíc,pronájem,bytu,63,,2+1,Plzeň,Skvrňany,12000.0
Prodej bytu 2+kk 47 m²,"Lazaretní, Brno",5 788 000 Kč,prodej,bytu,47,,2+kk,Brno,,5788000.0
Pronájem bytu 2+1 100 m²,Babylon,15 000 Kč/měsíc,pronájem,bytu,100,,2+1,Babylon,,15000.0
Pronájem bytu 1+kk 32 m²,"Toužimská, Plzeň - Bolevec",10 900 Kč/měsíc,pronájem,bytu,32,,1+kk,Plzeň,Bolevec,10900.0
Pronájem bytu 2+kk 59 m²,"Rybova, Přeštice",13 000 Kč/měsíc,pronájem,bytu,59,,2+kk,Přeštice,,13000.0
Pronájem bytu 1+kk 36 m²,"Sokolovská, Plzeň - Severní Předměstí",13 500 Kč/měsíc,pronájem,bytu,36,,1+kk,Plzeň,Severní Předměstí,13500.0
Pronájem bytu 2+1 78 m²,"Tovární, Horní Bříza",12 900 Kč/měsíc,pronájem,bytu,78,,2+1,Horní Bříza,,12900.0
Pronájem bytu 3+1 77 m²,"Plaská, Plzeň - Bolevec",17 500 Kč/měsíc,pronájem,bytu,77,,3+1,Plzeň,Bolevec,17500.0
Pronájem bytu 1+kk 29 m²,"Šrámkové, Praha - Žižkov",23 000 Kč/měsíc,pronájem,bytu,29,,1+kk,Praha,Žižkov,23000.0
Pronájem bytu 2+kk 55 m²,"Nezamyslova, Praha - Nusle",24 700 Kč/měsíc,pronájem,bytu,55,,2+kk,Praha,Nusle,24700.0
Pronájem bytu 2+kk 60 m²,"Na Jarově, Praha - Žižkov",23 200 Kč/měsíc,pronájem,bytu,60,,2+kk,Praha,Žižkov,23200.0
Pronájem bytu 2+kk 62 m²,"Kejhova, Praha - Stodůlky",25 700 Kč/měsíc,pronájem,bytu,62,,2+kk,Praha,Stodůlky,25700.0
Pronájem bytu 2+kk 41 m²,"Nádvorní, Liberec - Liberec VI-Rochlice",18 900 Kč/měsíc,pronájem,bytu,41,,2+kk,Liberec,Liberec VI-Rochlice,18900.0
Pronájem bytu 2+kk 55 m²,"Prvního pluku, Praha - Karlín",26 700 Kč/měsíc,pronájem,bytu,55,,2+kk,Praha,Karlín,26700.0
Pronájem bytu 2+1 76 m²,"Železná, Praha - Staré Město",31 500 Kč/měsíc,pronájem,bytu,76,,2+1,Praha,Staré Město,31500.0
Prodej bytu 3+1 73 m²,Josefův Důl,3 499 000 Kč,prodej,bytu,73,,3+1,Josefův Důl,,3499000.0
"Prodej vícegeneračního domu 250 m², pozemek 250 m²",Dřínov - Drchkov,6 200 000 Kč,prodej,vícegeneračního domu,250,250,,Dřínov,Drchkov,6200000.0
"Prodej rodinného domu 204 m², pozemek 931 m²",Týnec nad Sázavou - Brodce,6 390 000 Kč,prodej,rodinného domu,204,931,,Týnec nad Sázavou,Brodce,6390000.0
"Prodej rodinného domu 100 m², pozemek 1600 m²",Chlum u Třeboně - Lutová,4 490 000 Kč,prodej,rodinného domu,100,1600,,Chlum u Třeboně,Lutová,4490000.0
"Prodej rodinného domu 180 m², pozemek 324 m²",Ústí nad Labem - Krásné Březno,4 550 000 Kč,prodej,rodinného domu,180,324,,Ústí nad Labem,Krásné Březno,4550000.0
Pronájem bytu 2+1 50 m²,"Kochova, Chomutov",Cena na vyžádání,pronájem,bytu,50,,2+1,Chomutov,,
Pronájem bytu 1+1 35 m²,"Bezručova, Chomutov",7 900 Kč/měsíc,pronájem,bytu,35,,1+1,Chomutov,,7900.0
"Pronájem rodinného domu 165 m², pozemek 225 m²",Zichovec,Cena na vyžádání,pronájem,rodinného domu,165,225,,Zichovec,,
Pronájem bytu 4+1 77 m²,"Zengerova, Chomutov",18 000 Kč/měsíc,pronájem,bytu,77,,4+1,Chomutov,,18000.0
"Prodej rodinného domu 130 m², pozemek 914 m²",Malšovice,Cena na vyžádání,prodej,rodinného domu,130,914,,Malšovice,,
Pronájem bytu 1+1 34 m²,"Panelová, Ostrava - Poruba",11 000 Kč/měsíc,pronájem,bytu,34,,1+1,Ostrava,Poruba,11000.0
Pronájem bytu 2+1 54 m²,"Brigádnická, Most",Cena na vyžádání,pronájem,bytu,54,,2+1,Most,,
"SLEVA: Prodej rodinného domu 90 m², pozemek 549 m²",Skotnice,7 249 000 Kč,prodej,rodinného domu,90,549,,Skotnice,,7249000.0
"Prodej rodinného domu 130 m², pozemek 169 m²","Sadová, Opava - Předměstí",6 000 000 Kč,prodej,rodinného domu,130,169,,Opava,Předměstí,6000000.0
Prodej bytu 3+1 59 m²,"Vietnamská, Ostrava - Poruba",4 300 000 Kč,prodej,bytu,59,,3+1,Ostrava,Poruba,4300000.0
"SLEVA: Prodej rodinného domu 190 m², pozemek 537 m²","Koblovská, Ostrava - Petřkovice",10 000 000 Kč,prodej,rodinného domu,190,537,,Ostrava,Petřkovice,10000000.0
Prodej bytu 2+kk 46 m²,"náměstí Olgy Scheinpflugové, Praha - Hlubočepy",2 590 000 Kč,prodej,bytu,46,,2+kk,Praha,Hlubočepy,2590000.0
"Prodej rodinného domu 240 m², pozemek 2590 m²",Tři Sekery - Krásné,12 600 000 Kč,prodej,rodinného domu,240,2590,,Tři Sekery,Krásné,12600000.0
Prodej bytu 3+kk 84 m²,"Mattoniho nábřeží, Karlovy Vary",7 100 000 Kč,prodej,bytu,84,,3+kk,Karlovy Vary,,7100000.0
"Prodej rodinného domu 220 m², pozemek 180 m²","Pražská, Abertamy",5 295 000 Kč,prodej,rodinného domu,220,180,,Abertamy,,5295000.0
"SLEVA: Prodej rodinného domu 185 m², pozemek 1450 m²",Útvina,5 700 000 Kč,prodej,rodinného domu,185,1450,,Útvina,,5700000.0
Pronájem bytu 1+kk 49 m²,"Sadová, Karlovy Vary",15 900 Kč/měsíc,pronájem,bytu,49,,1+kk,Karlovy Vary,,15900.0
"Prodej rodinného domu 80 m², pozemek 1307 m²","Slezská, Karlovy Vary - Stará Role",5 490 000 Kč,prodej,rodinného domu,80,1307,,Karlovy Vary,Stará Role,5490000.0
Prodej bytu 2+1 38 m²,"Borová, Karlovy Vary - Rybáře",2 700 000 Kč,prodej,bytu,38,,2+1,Karlovy Vary,Rybáře,2700000.0
"Prodej rodinného domu 350 m², pozemek 607 m²","Pod Strání, Netvořice",7 990 000 Kč,prodej,rodinného domu,350,607,,Netvořice,,7990000.0
Pronájem bytu 1+1 39 m²,"Na Nábřeží, Bruntál",6 000 Kč/měsíc,pronájem,bytu,39,,1+1,Bruntál,,6000.0
"Prodej rodinného domu 108 m², pozemek 1856 m²",Měník - Barchůvek,4 590 000 Kč,prodej,rodinného domu,108,1856,,Měník,Barchůvek,4590000.0
"Prodej rodinného domu 80 m², pozemek 294 m²","Nádražní, Cerhenice",5 150 000 Kč,prodej,rodinného domu,80,294,,Cerhenice,,5150000.0
